epoch,loss
1,1.5035880689555539
2,0.7773876512234656
3,0.5981490242951526
4,0.473600382486911
5,0.3645678245259599
6,0.29423697593128295
7,0.25266095557558393
8,0.20787347853183746
9,0.17569504516585818
10,0.160454385072044
11,0.15063230840307157
12,0.14191052397812107
13,0.129543381207982
14,0.13242154816040963
15,0.12311662673809619
16,0.10373698842694175
17,0.1029487016034116
18,0.09396788804100165
19,0.09758641339812946
20,0.09771413007338961
