epoch,loss
1,0.7502048113231593
2,0.2369384491499865
3,0.14032401040669268
4,0.09551314266452864
5,0.07080410804605913
6,0.05605844342138612
7,0.058533439389549795
8,0.04169107575167616
9,0.031153756109949707
10,0.049803587467462385
11,0.033612229048608326
12,0.023259665205991646
13,0.01997497721933033
14,0.018021822239689234
15,0.01645495144028926
16,0.01564264884833598
17,0.029425527406441075
18,0.03351883373764786
19,0.013780358657009235
20,0.011542008106643095
