epoch,loss
1,0.7301804855542567
2,0.2520119868039983
3,0.16042289781299504
4,0.11164584469631647
5,0.09842903273400577
6,0.07495958661887392
7,0.06983857722170203
8,0.08383256296338082
9,0.06855790298847453
10,0.06564743559820319
11,0.045575278541185024
12,0.050607258448374055
13,0.03701137734886968
14,0.055342175191872164
15,0.0685439918016117
16,0.038035772920555815
17,0.025907076638843705
18,0.021998550611473044
19,0.023051182316108185
20,0.03523461779061941
